"";"data";"lugar";"media_historica_do_mes";"pluviometria_acumulada_no_mes";"pluviometria_do_dia";"volume_armazenado"
"20188";"2014-01-15";"sistemaGuarapiranga";228,8;99,2;18;0,661
"20189";"2014-01-15";"sistemaRioClaro";294,4;196;19,2;1,019
"20190";"2014-01-15";"sistemaRioGrande";245,4;227,8;36,2;0,904
"20191";"2014-01-16";"sistemaAltoTiete";246,6;84;1,7;0,452
"20192";"2014-01-16";"sistemaCantareira";259,9;73,6;1,9;0,25
"20193";"2014-01-16";"sistemaCotia";234,3;39;0,2;0,693
"20194";"2014-01-16";"sistemaGuarapiranga";228,8;109,2;10;0,661
"20195";"2014-01-16";"sistemaRioClaro";294,4;196;0;1,019
"20196";"2014-01-16";"sistemaRioGrande";245,4;236,2;8,4;0,909
"20197";"2014-01-17";"sistemaAltoTiete";246,6;125,5;41,5;0,457
"20198";"2014-01-17";"sistemaCantareira";259,9;74,8;1,2;0,248
"20199";"2014-01-17";"sistemaCotia";234,3;43,6;4,6;0,695
"20200";"2014-01-17";"sistemaGuarapiranga";228,8;129,4;20,2;0,666
"20201";"2014-01-17";"sistemaRioClaro";294,4;215,5;19,5;1,017
"20202";"2014-01-17";"sistemaRioGrande";245,4;257,2;21;0,925
"20203";"2014-01-18";"sistemaAltoTiete";246,6;137,8;12,4;0,455
"20204";"2014-01-18";"sistemaCantareira";259,9;80,9;6,1;0,248
"20205";"2014-01-18";"sistemaCotia";234,3;44,8;1,2;0,691
"20206";"2014-01-18";"sistemaGuarapiranga";228,8;150;20,6;0,669
"20207";"2014-01-18";"sistemaRioClaro";294,4;220,7;5,2;1,019
"20208";"2014-01-18";"sistemaRioGrande";245,4;258,8;1,6;0,935
"20209";"2014-01-19";"sistemaAltoTiete";246,6;138,1;0,2;0,459
"20210";"2014-01-19";"sistemaCantareira";259,9;81;0,1;0,246
"20211";"2014-01-19";"sistemaCotia";234,3;44,8;0;0,687
"20212";"2014-01-19";"sistemaGuarapiranga";228,8;150;0;0,669
"20213";"2014-01-19";"sistemaRioClaro";294,4;226,2;5,5;1,019
"20214";"2014-01-19";"sistemaRioGrande";245,4;258,8;0;0,932
"20215";"2014-01-20";"sistemaAltoTiete";246,6;138,2;0,1;0,458
"20216";"2014-01-20";"sistemaCantareira";259,9;81;0;0,244
"20217";"2014-01-20";"sistemaCotia";234,3;45;0,2;0,684
"20218";"2014-01-20";"sistemaGuarapiranga";228,8;150;0;0,666
"20219";"2014-01-20";"sistemaRioClaro";294,4;226,2;0;1,017
"20220";"2014-01-20";"sistemaRioGrande";245,4;258,8;0;0,935
"20221";"2014-01-21";"sistemaAltoTiete";246,6;138,2;0;0,457
"20222";"2014-01-21";"sistemaCantareira";259,9;81;0;0,242
"20223";"2014-01-21";"sistemaCotia";234,3;45,2;0,2;0,678
"20224";"2014-01-21";"sistemaGuarapiranga";228,8;150;0;0,662
"20225";"2014-01-21";"sistemaRioClaro";294,4;226,2;0;1,014
"20226";"2014-01-21";"sistemaRioGrande";245,4;258,8;0;0,932
"20227";"2014-01-22";"sistemaAltoTiete";246,6;149,7;11,5;0,458
"20228";"2014-01-22";"sistemaCantareira";259,9;81;0;0,24
"20229";"2014-01-22";"sistemaCotia";234,3;45,2;0;0,675
"20230";"2014-01-22";"sistemaGuarapiranga";228,8;150;0;0,658
"20231";"2014-01-22";"sistemaRioClaro";294,4;232,5;6,3;1,017
"20232";"2014-01-22";"sistemaRioGrande";245,4;278,4;19,6;0,937
"20233";"2014-01-23";"sistemaAltoTiete";246,6;158,6;8,9;0,457
"20234";"2014-01-23";"sistemaCantareira";259,9;81,9;0,9;0,238
"20235";"2014-01-23";"sistemaCotia";234,3;51,4;6,2;0,671
"20236";"2014-01-23";"sistemaGuarapiranga";228,8;159,2;9,2;0,666
"20237";"2014-01-23";"sistemaRioClaro";294,4;235,2;2,7;1,014
"20238";"2014-01-23";"sistemaRioGrande";245,4;280,8;2,4;0,94
"20239";"2014-01-24";"sistemaAltoTiete";246,6;182,9;24,3;0,458
"20240";"2014-01-24";"sistemaCantareira";259,9;85,4;3,6;0,237
"20241";"2014-01-24";"sistemaCotia";234,3;53,8;2,4;0,668
"20242";"2014-01-24";"sistemaGuarapiranga";228,8;222;62,8;0,69
"20243";"2014-01-24";"sistemaRioClaro";294,4;237;1,8;1,013
"20244";"2014-01-24";"sistemaRioGrande";245,4;291;10,2;0,938
"20245";"2014-01-25";"sistemaAltoTiete";246,6;187,6;4,7;0,459
"20246";"2014-01-25";"sistemaCantareira";259,9;87,3;1,9;0,234
"20247";"2014-01-25";"sistemaCotia";234,3;54,6;0,8;0,664
"20248";"2014-01-25";"sistemaGuarapiranga";228,8;232;10;0,696
"20249";"2014-01-25";"sistemaRioClaro";294,4;237,4;0,4;1,01
"20250";"2014-01-25";"sistemaRioGrande";245,4;291;0;0,935
"20251";"2014-01-26";"sistemaAltoTiete";246,6;187,7;0,1;0,458
"20252";"2014-01-26";"sistemaCantareira";259,9;87,4;0,1;0,233
"20253";"2014-01-26";"sistemaCotia";234,3;54,6;0;0,659
"20254";"2014-01-26";"sistemaGuarapiranga";228,8;232;0;0,694
"20255";"2014-01-26";"sistemaRioClaro";294,4;237,4;0;1,007
"20256";"2014-01-26";"sistemaRioGrande";245,4;291;0;0,935
"20257";"2014-01-27";"sistemaAltoTiete";246,6;187,7;0;0,456
"20258";"2014-01-27";"sistemaCantareira";259,9;87,4;0;0,231
"20259";"2014-01-27";"sistemaCotia";234,3;54,8;0,2;0,655
"20260";"2014-01-27";"sistemaGuarapiranga";228,8;232;0;0,69
"20261";"2014-01-27";"sistemaRioClaro";294,4;237,4;0;1,004
"20262";"2014-01-27";"sistemaRioGrande";245,4;291;0;0,935
"20263";"2014-01-28";"sistemaAltoTiete";246,6;187,7;0,1;0,454
"20264";"2014-01-28";"sistemaCantareira";259,9;87,4;0;0,229
"20265";"2014-01-28";"sistemaCotia";234,3;54,8;0;0,65
"20266";"2014-01-28";"sistemaGuarapiranga";228,8;232;0;0,685
"20267";"2014-01-28";"sistemaRioClaro";294,4;237,4;0;1
"20268";"2014-01-28";"sistemaRioGrande";245,4;291;0;0,933
"20269";"2014-01-29";"sistemaAltoTiete";246,6;187,7;0;0,451
"20270";"2014-01-29";"sistemaCantareira";259,9;87,8;0,5;0,227
"20271";"2014-01-29";"sistemaCotia";234,3;54,8;0;0,644
"20272";"2014-01-29";"sistemaGuarapiranga";228,8;232;0;0,681
"20273";"2014-01-29";"sistemaRioClaro";294,4;237,4;0;0,997
"20274";"2014-01-29";"sistemaRioGrande";245,4;291;0;0,933
"20275";"2014-01-30";"sistemaAltoTiete";246,6;187,7;0;0,449
"20276";"2014-01-30";"sistemaCantareira";259,9;87,8;0;0,224
"20277";"2014-01-30";"sistemaCotia";234,3;54,8;0;0,639
"20278";"2014-01-30";"sistemaGuarapiranga";228,8;232;0;0,677
"20279";"2014-01-30";"sistemaRioClaro";294,4;237,4;0;0,993
"20280";"2014-01-30";"sistemaRioGrande";245,4;291;0;0,93
"20281";"2014-01-31";"sistemaAltoTiete";246,6;187,7;0;0,447
"20282";"2014-01-31";"sistemaCantareira";259,9;87,8;0;0,222
"20283";"2014-01-31";"sistemaCotia";234,3;54,8;0;0,632
"20284";"2014-01-31";"sistemaGuarapiranga";228,8;232;0;0,672
"20285";"2014-01-31";"sistemaRioClaro";294,4;237,4;0;0,987
"20286";"2014-01-31";"sistemaRioGrande";245,4;291;0;0,927
"20287";"2014-02-01";"sistemaAltoTiete";194,3;0;0;0,444
"20288";"2014-02-01";"sistemaCantareira";202,6;0;0;0,219
"20289";"2014-02-01";"sistemaCotia";181,8;0;0;0,625
"20290";"2014-02-01";"sistemaGuarapiranga";194;0;0;0,668
"20291";"2014-02-01";"sistemaRioClaro";244;0;0;0,981
"20292";"2014-02-01";"sistemaRioGrande";205,3;0;0;0,924
"20293";"2014-02-02";"sistemaAltoTiete";194,3;0;0;0,441
"20294";"2014-02-02";"sistemaCantareira";202,6;0;0;0,217
"20295";"2014-02-02";"sistemaCotia";181,8;0;0;0,62
"20296";"2014-02-02";"sistemaGuarapiranga";194;0;0;0,663
"20297";"2014-02-02";"sistemaRioClaro";244;0;0;0,976
"20298";"2014-02-02";"sistemaRioGrande";205,3;0;0;0,92
"20299";"2014-02-03";"sistemaAltoTiete";194,3;0;0;0,439
"20300";"2014-02-03";"sistemaCantareira";202,6;0,2;0,2;0,214
"20301";"2014-02-03";"sistemaCotia";181,8;0;0;0,615
"20302";"2014-02-03";"sistemaGuarapiranga";194;0;0;0,659
"20303";"2014-02-03";"sistemaRioClaro";244;0;0;0,97
"20304";"2014-02-03";"sistemaRioGrande";205,3;0;0;0,917
"20305";"2014-02-04";"sistemaAltoTiete";194,3;0,3;0,3;0,435
"20306";"2014-02-04";"sistemaCantareira";202,6;0,2;0;0,212
"20307";"2014-02-04";"sistemaCotia";181,8;0,4;0,4;0,61
"20308";"2014-02-04";"sistemaGuarapiranga";194;0;0;0,655
"20309";"2014-02-04";"sistemaRioClaro";244;0;0;0,964
"20310";"2014-02-04";"sistemaRioGrande";205,3;0;0;0,916
"20311";"2014-02-05";"sistemaAltoTiete";194,3;0,3;0;0,432
"20312";"2014-02-05";"sistemaCantareira";202,6;0,3;0,1;0,209
"20313";"2014-02-05";"sistemaCotia";181,8;0,4;0;0,603
"20314";"2014-02-05";"sistemaGuarapiranga";194;0;0;0,652
"20315";"2014-02-05";"sistemaRioClaro";244;0;0;0,957
"20316";"2014-02-05";"sistemaRioGrande";205,3;0;0;0,912
"20317";"2014-02-06";"sistemaAltoTiete";194,3;0,3;0;0,429
"20318";"2014-02-06";"sistemaCantareira";202,6;0,3;0;0,206
"20319";"2014-02-06";"sistemaCotia";181,8;0,4;0;0,598
"20320";"2014-02-06";"sistemaGuarapiranga";194;0;0;0,648
"20321";"2014-02-06";"sistemaRioClaro";244;0;0;0,951
"20322";"2014-02-06";"sistemaRioGrande";205,3;0;0;0,909
"20323";"2014-02-07";"sistemaAltoTiete";194,3;0,3;0;0,426
"20324";"2014-02-07";"sistemaCantareira";202,6;0,4;0,1;0,204
"20325";"2014-02-07";"sistemaCotia";181,8;0,4;0;0,591
"20326";"2014-02-07";"sistemaGuarapiranga";194;0;0;0,643
"20327";"2014-02-07";"sistemaRioClaro";244;0;0;0,944
"20328";"2014-02-07";"sistemaRioGrande";205,3;0;0;0,906
"20329";"2014-02-08";"sistemaAltoTiete";194,3;0,3;0;0,423
"20330";"2014-02-08";"sistemaCantareira";202,6;0,4;0;0,201
"20331";"2014-02-08";"sistemaCotia";181,8;0,4;0;0,585
"20332";"2014-02-08";"sistemaGuarapiranga";194;0;0;0,639
"20333";"2014-02-08";"sistemaRioClaro";244;0;0;0,938
"20334";"2014-02-08";"sistemaRioGrande";205,3;0;0;0,903
"20335";"2014-02-09";"sistemaAltoTiete";194,3;0,4;0,1;0,42
"20336";"2014-02-09";"sistemaCantareira";202,6;1,3;0,9;0,198
"20337";"2014-02-09";"sistemaCotia";181,8;0,4;0;0,578
"20338";"2014-02-09";"sistemaGuarapiranga";194;0;0;0,635
"20339";"2014-02-09";"sistemaRioClaro";244;0;0;0,931
"20340";"2014-02-09";"sistemaRioGrande";205,3;0;0;0,9
"20341";"2014-02-10";"sistemaAltoTiete";194,3;0,5;0,1;0,416
"20342";"2014-02-10";"sistemaCantareira";202,6;2;0,8;0,196
"20343";"2014-02-10";"sistemaCotia";181,8;0,4;0;0,571
"20344";"2014-02-10";"sistemaGuarapiranga";194;0;0;0,63
"20345";"2014-02-10";"sistemaRioClaro";244;0;0;0,924
"20346";"2014-02-10";"sistemaRioGrande";205,3;0;0;0,896
"20347";"2014-02-11";"sistemaAltoTiete";194,3;0,5;0,1;0,413
"20348";"2014-02-11";"sistemaCantareira";202,6;2,1;0,1;0,194
"20349";"2014-02-11";"sistemaCotia";181,8;0,6;0,2;0,567
"20350";"2014-02-11";"sistemaGuarapiranga";194;0;0;0,626
"20351";"2014-02-11";"sistemaRioClaro";244;0;0;0,916
"20352";"2014-02-11";"sistemaRioGrande";205,3;0,2;0,2;0,893
"20353";"2014-02-12";"sistemaAltoTiete";194,3;0,5;0;0,41
"20354";"2014-02-12";"sistemaCantareira";202,6;2,1;0;0,191
"20355";"2014-02-12";"sistemaCotia";181,8;0,6;0;0,56
"20356";"2014-02-12";"sistemaGuarapiranga";194;0;0;0,622
"20357";"2014-02-12";"sistemaRioClaro";244;0;0;0,908
"20358";"2014-02-12";"sistemaRioGrande";205,3;0,2;0;0,89
"20359";"2014-02-13";"sistemaAltoTiete";194,3;0,5;0;0,406
"20360";"2014-02-13";"sistemaCantareira";202,6;2,1;0;0,188
"20361";"2014-02-13";"sistemaCotia";181,8;0,6;0;0,554
"20362";"2014-02-13";"sistemaGuarapiranga";194;0;0;0,618
"20363";"2014-02-13";"sistemaRioClaro";244;47,8;47,8;0,899
"20364";"2014-02-13";"sistemaRioGrande";205,3;0,2;0;0,887
"20365";"2014-02-14";"sistemaAltoTiete";194,3;6,4;5,9;0,404
"20366";"2014-02-14";"sistemaCantareira";202,6;12,6;10,6;0,187
"20367";"2014-02-14";"sistemaCotia";181,8;11,8;11,2;0,55
"20368";"2014-02-14";"sistemaGuarapiranga";194;7;7;0,613
"20369";"2014-02-14";"sistemaRioClaro";244;58,8;11;0,898
"20370";"2014-02-14";"sistemaRioGrande";205,3;9,2;9;0,888
"20371";"2014-02-15";"sistemaAltoTiete";194,3;17,1;10,7;0,402
"20372";"2014-02-15";"sistemaCantareira";202,6;31,6;18,9;0,186
"20373";"2014-02-15";"sistemaCotia";181,8;25,2;13,4;0,552
"20374";"2014-02-15";"sistemaGuarapiranga";194;50,2;43,2;0,615
"20375";"2014-02-15";"sistemaRioClaro";244;143;84,2;0,941
"20376";"2014-02-15";"sistemaRioGrande";205,3;9,6;0,4;0,888
"20377";"2014-02-16";"sistemaAltoTiete";194,3;22,8;5,6;0,402
"20378";"2014-02-16";"sistemaCantareira";202,6;34,7;3,1;0,185
"20379";"2014-02-16";"sistemaCotia";181,8;28,2;3;0,555
"20380";"2014-02-16";"sistemaGuarapiranga";194;52,6;2,4;0,615
"20381";"2014-02-16";"sistemaRioClaro";244;157,2;14,2;0,948
"20382";"2014-02-16";"sistemaRioGrande";205,3;12;2,4;0,895
"20383";"2014-02-17";"sistemaAltoTiete";194,3;44,5;21,7;0,403
"20384";"2014-02-17";"sistemaCantareira";202,6;47,7;13;0,185
"20385";"2014-02-17";"sistemaCotia";181,8;45,2;17;0,56
"20386";"2014-02-17";"sistemaGuarapiranga";194;79,8;27,2;0,628
"20387";"2014-02-17";"sistemaRioClaro";244;190,2;33;0,956
"20388";"2014-02-17";"sistemaRioGrande";205,3;39;27;0,917
"20389";"2014-02-18";"sistemaAltoTiete";194,3;47,5;3;0,402
"20390";"2014-02-18";"sistemaCantareira";202,6;48,7;1;0,184
"20391";"2014-02-18";"sistemaCotia";181,8;45,8;0,6;0,567
"20392";"2014-02-18";"sistemaGuarapiranga";194;80,2;0,4;0,636
"20393";"2014-02-18";"sistemaRioClaro";244;198,9;8,7;0,969
"20394";"2014-02-18";"sistemaRioGrande";205,3;57,8;18,8;0,928
"20395";"2014-02-19";"sistemaAltoTiete";194,3;48,2;0,7;0,402
"20396";"2014-02-19";"sistemaCantareira";202,6;48,7;0;0,182
"20397";"2014-02-19";"sistemaCotia";181,8;46;0,2;0,565
"20398";"2014-02-19";"sistemaGuarapiranga";194;80,2;0;0,646
"20399";"2014-02-19";"sistemaRioClaro";244;199,4;0,5;0,967
"20400";"2014-02-19";"sistemaRioGrande";205,3;57,8;0;0,937
"20401";"2014-02-20";"sistemaAltoTiete";194,3;48,2;0;0,399
"20402";"2014-02-20";"sistemaCantareira";202,6;48,7;0;0,179
"20403";"2014-02-20";"sistemaCotia";181,8;46;0;0,562
"20404";"2014-02-20";"sistemaGuarapiranga";194;80,2;0;0,653
"20405";"2014-02-20";"sistemaRioClaro";244;199,9;0,5;0,969
"20406";"2014-02-20";"sistemaRioGrande";205,3;57,8;0;0,937
"20407";"2014-02-21";"sistemaAltoTiete";194,3;48,2;0;0,397
"20408";"2014-02-21";"sistemaCantareira";202,6;48,7;0;0,177
"20409";"2014-02-21";"sistemaCotia";181,8;46;0;0,558
"20410";"2014-02-21";"sistemaGuarapiranga";194;80,2;0;0,661
"20411";"2014-02-21";"sistemaRioClaro";244;199,9;0;0,966
"20412";"2014-02-21";"sistemaRioGrande";205,3;57,8;0;0,937
"20413";"2014-02-22";"sistemaAltoTiete";194,3;48,9;0,8;0,395
"20414";"2014-02-22";"sistemaCantareira";202,6;48,7;0,1;0,175
"20415";"2014-02-22";"sistemaCotia";181,8;46;0;0,555
"20416";"2014-02-22";"sistemaGuarapiranga";194;80,2;0;0,661
"20417";"2014-02-22";"sistemaRioClaro";244;199,9;0;0,963
"20418";"2014-02-22";"sistemaRioGrande";205,3;57,8;0;0,938
"20419";"2014-02-23";"sistemaAltoTiete";194,3;56,3;7,3;0,394
"20420";"2014-02-23";"sistemaCantareira";202,6;54,4;5,7;0,174
"20421";"2014-02-23";"sistemaCotia";181,8;58,4;12,4;0,557
"20422";"2014-02-23";"sistemaGuarapiranga";194;90;9,8;0,669
"20423";"2014-02-23";"sistemaRioClaro";244;211,1;11,2;0,96
"20424";"2014-02-23";"sistemaRioGrande";205,3;57,8;0;0,938
"20425";"2014-02-24";"sistemaAltoTiete";194,3;59,9;3,6;0,392
"20426";"2014-02-24";"sistemaCantareira";202,6;54,5;0,1;0,171
"20427";"2014-02-24";"sistemaCotia";181,8;60,4;2;0,557
"20428";"2014-02-24";"sistemaGuarapiranga";194;90;0;0,671
"20429";"2014-02-24";"sistemaRioClaro";244;211,1;0;0,955
"20430";"2014-02-24";"sistemaRioGrande";205,3;57,8;0;0,935
"20431";"2014-02-25";"sistemaAltoTiete";194,3;60,4;0,5;0,39
"20432";"2014-02-25";"sistemaCantareira";202,6;60,7;6,2;0,169
"20433";"2014-02-25";"sistemaCotia";181,8;64,4;4;0,558
"20434";"2014-02-25";"sistemaGuarapiranga";194;90,2;0,2;0,669
"20435";"2014-02-25";"sistemaRioClaro";244;211,1;0;0,949
"20436";"2014-02-25";"sistemaRioGrande";205,3;59,4;1,6;0,935
"20437";"2014-02-26";"sistemaAltoTiete";194,3;79,4;19;0,389
"20438";"2014-02-26";"sistemaCantareira";202,6;63,2;2,6;0,168
"20439";"2014-02-26";"sistemaCotia";181,8;64,6;0,2;0,558
"20440";"2014-02-26";"sistemaGuarapiranga";194;101,4;11,2;0,672
"20441";"2014-02-26";"sistemaRioClaro";244;229,6;18,5;0,944
"20442";"2014-02-26";"sistemaRioGrande";205,3;97;37,6;0,935
"20443";"2014-02-27";"sistemaAltoTiete";194,3;79,5;0,1;0,388
"20444";"2014-02-27";"sistemaCantareira";202,6;64;0,8;0,166
"20445";"2014-02-27";"sistemaCotia";181,8;64,6;0;0,555
"20446";"2014-02-27";"sistemaGuarapiranga";194;102;0,6;0,675
"20447";"2014-02-27";"sistemaRioClaro";244;229,6;0;0,938
"20448";"2014-02-27";"sistemaRioGrande";205,3;107,8;10,8;0,937
"20449";"2014-02-28";"sistemaAltoTiete";194,3;85,9;6,4;0,388
"20450";"2014-02-28";"sistemaCantareira";202,6;73;9;0,164
"20451";"2014-02-28";"sistemaCotia";181,8;90,6;26;0,558
"20452";"2014-02-28";"sistemaGuarapiranga";194;103,8;1,8;0,677
"20453";"2014-02-28";"sistemaRioClaro";244;234,1;4,5;0,933
"20454";"2014-02-28";"sistemaRioGrande";205,3;111;3,2;0,943
"20455";"2014-03-01";"sistemaAltoTiete";175,4;27;27;0,389
"20456";"2014-03-01";"sistemaCantareira";184,1;39,2;39,2;0,166
"20457";"2014-03-01";"sistemaCotia";152,9;14,8;14,8;0,563
"20458";"2014-03-01";"sistemaGuarapiranga";152,3;27;27;0,681
"20459";"2014-03-01";"sistemaRioClaro";239,5;32,8;32,8;0,931
"20460";"2014-03-01";"sistemaRioGrande";184,7;8,6;8,6;0,945
"20461";"2014-03-02";"sistemaAltoTiete";175,4;27,6;0,6;0,388
"20462";"2014-03-02";"sistemaCantareira";184,1;39,3;0,1;0,165
"20463";"2014-03-02";"sistemaCotia";152,9;19,6;4,8;0,565
"20464";"2014-03-02";"sistemaGuarapiranga";152,3;27,4;0,4;0,684
"20465";"2014-03-02";"sistemaRioClaro";239,5;34;1,2;0,93
"20466";"2014-03-02";"sistemaRioGrande";184,7;8,8;0,2;0,945
"20467";"2014-03-03";"sistemaAltoTiete";175,4;28,3;0,7;0,386
"20468";"2014-03-03";"sistemaCantareira";184,1;39,3;0,1;0,164
"20469";"2014-03-03";"sistemaCotia";152,9;19,6;0;0,567
"20470";"2014-03-03";"sistemaGuarapiranga";152,3;28,4;1;0,687
"20471";"2014-03-03";"sistemaRioClaro";239,5;34,8;0,8;0,931
"20472";"2014-03-03";"sistemaRioGrande";184,7;12,2;3,4;0,943
"20473";"2014-03-04";"sistemaAltoTiete";175,4;28,4;0;0,384
"20474";"2014-03-04";"sistemaCantareira";184,1;39,3;0;0,162
"20475";"2014-03-04";"sistemaCotia";152,9;19,6;0;0,563
"20476";"2014-03-04";"sistemaGuarapiranga";152,3;28,4;0;0,685
"20477";"2014-03-04";"sistemaRioClaro";239,5;34,8;0;0,929
"20478";"2014-03-04";"sistemaRioGrande";184,7;12,6;0,4;0,943
"20479";"2014-03-05";"sistemaAltoTiete";175,4;30,9;2,5;0,383
"20480";"2014-03-05";"sistemaCantareira";184,1;44,7;5,3;0,161
"20481";"2014-03-05";"sistemaCotia";152,9;23,4;3,8;0,563
"20482";"2014-03-05";"sistemaGuarapiranga";152,3;34;5,6;0,687
"20483";"2014-03-05";"sistemaRioClaro";239,5;34,8;0;0,923
"20484";"2014-03-05";"sistemaRioGrande";184,7;12,6;0;0,943
"20485";"2014-03-06";"sistemaAltoTiete";175,4;36,5;5,6;0,383
"20486";"2014-03-06";"sistemaCantareira";184,1;47,4;2,7;0,16
"20487";"2014-03-06";"sistemaCotia";152,9;32,8;9,4;0,567
"20488";"2014-03-06";"sistemaGuarapiranga";152,3;48,2;14,2;0,69
"20489";"2014-03-06";"sistemaRioClaro";239,5;40,3;5,5;0,918
"20490";"2014-03-06";"sistemaRioGrande";184,7;25,6;13;0,942
"20491";"2014-03-07";"sistemaAltoTiete";175,4;36,9;0,5;0,381
"20492";"2014-03-07";"sistemaCantareira";184,1;47,5;0,2;0,158
"20493";"2014-03-07";"sistemaCotia";152,9;32,8;0;0,568
"20494";"2014-03-07";"sistemaGuarapiranga";152,3;48,2;0;0,691
"20495";"2014-03-07";"sistemaRioClaro";239,5;47,8;7,5;0,912
"20496";"2014-03-07";"sistemaRioGrande";184,7;25,8;0,2;0,942
"20497";"2014-03-08";"sistemaAltoTiete";175,4;66,4;29,5;0,38
"20498";"2014-03-08";"sistemaCantareira";184,1;83,7;36,1;0,16
"20499";"2014-03-08";"sistemaCotia";152,9;57,6;24,8;0,58
"20500";"2014-03-08";"sistemaGuarapiranga";152,3;87,8;39,6;0,7
"20501";"2014-03-08";"sistemaRioClaro";239,5;57,6;9,8;0,908
"20502";"2014-03-08";"sistemaRioGrande";184,7;69,8;44;0,95
"20503";"2014-03-09";"sistemaAltoTiete";175,4;71,9;5,5;0,383
"20504";"2014-03-09";"sistemaCantareira";184,1;92,8;9,2;0,161
"20505";"2014-03-09";"sistemaCotia";152,9;57,6;0;0,586
"20506";"2014-03-09";"sistemaGuarapiranga";152,3;89;1,2;0,706
"20507";"2014-03-09";"sistemaRioClaro";239,5;60,8;3,2;0,908
"20508";"2014-03-09";"sistemaRioGrande";184,7;71;1,2;0,96
"20509";"2014-03-10";"sistemaAltoTiete";175,4;72;0;0,383
"20510";"2014-03-10";"sistemaCantareira";184,1;92,8;0;0,16
"20511";"2014-03-10";"sistemaCotia";152,9;57,8;0,2;0,586
"20512";"2014-03-10";"sistemaGuarapiranga";152,3;89;0;0,71
"20513";"2014-03-10";"sistemaRioClaro";239,5;60,8;0;0,908
"20514";"2014-03-10";"sistemaRioGrande";184,7;71,2;0,2;0,956
"20515";"2014-03-11";"sistemaAltoTiete";175,4;84,3;12,4;0,384
"20516";"2014-03-11";"sistemaCantareira";184,1;92,8;0;0,158
"20517";"2014-03-11";"sistemaCotia";152,9;57,8;0;0,588
"20518";"2014-03-11";"sistemaGuarapiranga";152,3;89;0;0,712
"20519";"2014-03-11";"sistemaRioClaro";239,5;86,6;25,8;0,91
"20520";"2014-03-11";"sistemaRioGrande";184,7;71,2;0;0,963
"20521";"2014-03-12";"sistemaAltoTiete";175,4;95,8;11,5;0,385
"20522";"2014-03-12";"sistemaCantareira";184,1;108,4;15,6;0,157
"20523";"2014-03-12";"sistemaCotia";152,9;68,2;10,4;0,59
"20524";"2014-03-12";"sistemaGuarapiranga";152,3;121,4;32,4;0,728
"20525";"2014-03-12";"sistemaRioClaro";239,5;92,6;6;0,908
"20526";"2014-03-12";"sistemaRioGrande";184,7;106,6;35,4;0,98
"20527";"2014-03-13";"sistemaAltoTiete";175,4;96,1;0,3;0,385
"20528";"2014-03-13";"sistemaCantareira";184,1;112,7;4,3;0,156
"20529";"2014-03-13";"sistemaCotia";152,9;75,6;7,4;0,591
"20530";"2014-03-13";"sistemaGuarapiranga";152,3;172,2;50,8;0,74
"20531";"2014-03-13";"sistemaRioClaro";239,5;95,8;3,2;0,908
"20532";"2014-03-13";"sistemaRioGrande";184,7;116,6;10;0,978
"20533";"2014-03-14";"sistemaAltoTiete";175,4;97,9;1,8;0,385
"20534";"2014-03-14";"sistemaCantareira";184,1;122,4;9,7;0,155
"20535";"2014-03-14";"sistemaCotia";152,9;77,4;1,8;0,591
"20536";"2014-03-14";"sistemaGuarapiranga";152,3;172,2;0;0,744
"20537";"2014-03-14";"sistemaRioClaro";239,5;98,8;3;0,906
"20538";"2014-03-14";"sistemaRioGrande";184,7;122,8;6,2;0,976
"20539";"2014-03-15";"sistemaAltoTiete";175,4;97,9;0;0,384
"20540";"2014-03-15";"sistemaCantareira";184,1;123,7;1,3;0,153
"20541";"2014-03-15";"sistemaCotia";152,9;77,4;0;0,59
"20542";"2014-03-15";"sistemaGuarapiranga";152,3;197;24,8;0,753
"20543";"2014-03-15";"sistemaRioClaro";239,5;98,8;0;0,9
"20544";"2014-03-15";"sistemaRioGrande";184,7;124,2;1,4;0,966
"20545";"2014-03-16";"sistemaAltoTiete";175,4;97,9;0;0,382
"20546";"2014-03-16";"sistemaCantareira";184,1;128,1;4,3;0,152
"20547";"2014-03-16";"sistemaCotia";152,9;89,8;12,4;0,595
"20548";"2014-03-16";"sistemaGuarapiranga";152,3;197;0;0,756
"20549";"2014-03-16";"sistemaRioClaro";239,5;98,8;0;0,894
"20550";"2014-03-16";"sistemaRioGrande";184,7;124,4;0,2;0,956
"20551";"2014-03-17";"sistemaAltoTiete";175,4;97,9;0;0,38
"20552";"2014-03-17";"sistemaCantareira";184,1;128,2;0,2;0,15
"20553";"2014-03-17";"sistemaCotia";152,9;89,8;0;0,593
"20554";"2014-03-17";"sistemaGuarapiranga";152,3;199;2;0,759
"20555";"2014-03-17";"sistemaRioClaro";239,5;98,8;0;0,887
"20556";"2014-03-17";"sistemaRioGrande";184,7;124,4;0;0,945
"20557";"2014-03-18";"sistemaAltoTiete";175,4;109,6;11,7;0,378
"20558";"2014-03-18";"sistemaCantareira";184,1;145,8;17,5;0,149
"20559";"2014-03-18";"sistemaCotia";152,9;89,8;0;0,591
"20560";"2014-03-18";"sistemaGuarapiranga";152,3;199;0;0,761
"20561";"2014-03-18";"sistemaRioClaro";239,5;98,8;0;0,879
"20562";"2014-03-18";"sistemaRioGrande";184,7;152,6;28,2;0,938
